Plant_Name,Temperature_Range(°C),Humidity_Range(%),NPK_Required(mg/kg),Fertilizer_Used,Fertilizer_Bags_per_ha,Fertilizer_Bags_per_sqm,Fertilizer_Bags_per_acre
Eggplant,22-30,65-85,130-65-85,Urea,22.37,0.1999,4.35
Strawberry,18-25,62-82,125-62-82,Vermicompost,14.61,0.2992,9.38
Lettuce,14-22,40-60,90-40-60,DAP,5.6,0.1444,7.12
Strawberry,15-22,60-80,110-55-75,Compost,19.54,0.2536,9.85
Carrot,18-25,62-82,90-40-60,Ammonium Sulphate,24.54,0.2987,10.42
Carrot,16-24,45-65,110-55-75,Vermicompost,23.22,0.1107,6.84
Lettuce,18-25,65-85,120-60-80,DAP,21.45,0.1266,5.03
Broccoli,18-Oct,53-77,95-45-65,NPK 20-20-20,23.35,0.2497,6.07
Zucchini,22-30,50-70,140-70-90,Compost,9.87,0.2365,11.78
Bell Pepper,20-Dec,62-82,100-50-70,MOP,29.33,0.0612,3.54
Strawberry,15-22,62-82,100-50-70,Vermicompost,24.11,0.1246,6.1
Broccoli,19-26,40-60,125-62-82,Compost,25.36,0.2001,9.11
Tomato,20-28,45-65,100-50-70,NPK 20-20-20,14.15,0.1632,4.31
Lettuce,16-24,50-70,100-50-70,Superphosphate,16.83,0.1672,7.84
Tomato,20-Dec,50-72,100-50-70,Superphosphate,11.61,0.1341,2.71
Spinach,20-28,45-65,100-50-70,Ammonium Sulphate,22.73,0.1698,3.53
Carrot,15-22,50-72,135-68-88,Superphosphate,12.35,0.2512,9.19
Eggplant,16-24,60-80,140-70-90,NPK 20-20-20,29.09,0.0681,7.27
Strawberry,22-30,53-77,120-60-80,Compost,11.8,0.1785,7.38
Carrot,18-Oct,58-78,130-65-85,Ammonium Sulphate,25.93,0.2339,6.51
Eggplant,18-Oct,53-77,130-65-85,Compost,26.37,0.2084,3.56
Bell Pepper,16-24,50-70,135-68-88,Superphosphate,11.66,0.1939,3.63
Bell Pepper,18-Oct,53-77,95-45-65,Ammonium Sulphate,21.8,0.2626,3.15
Eggplant,20-Dec,50-70,95-45-65,Ammonium Sulphate,6.64,0.1025,10.21
Lettuce,18-25,40-60,125-62-82,Superphosphate,12.58,0.2749,2.1
Tomato,22-30,50-70,90-40-60,Urea,29.04,0.1251,7.93
Eggplant,14-22,50-72,130-65-85,Compost,8.31,0.2529,2.79
Eggplant,18-Oct,60-80,125-62-82,Urea,27.42,0.2805,2.1
Bell Pepper,18-Oct,45-65,100-50-70,Compost,16.22,0.2483,6.68
Bell Pepper,16-24,50-70,120-60-80,Urea,24.73,0.0555,6.89
Strawberry,18-Oct,53-77,135-68-88,Superphosphate,16.03,0.0791,5.57
Bell Pepper,21-29,45-65,100-50-70,Vermicompost,21.77,0.1105,10.12
Cucumber,16-24,40-60,95-45-65,Vermicompost,24.9,0.0736,6.24
Strawberry,21-29,45-65,140-70-90,Compost,15.16,0.2337,3.61
Spinach,20-Dec,62-82,135-68-88,Vermicompost,26.52,0.0605,7.49
Spinach,20-28,50-70,100-50-70,Urea,11.52,0.1437,5.59
Bell Pepper,16-24,40-60,120-60-80,Compost,24.64,0.0674,3.78
Tomato,20-Dec,58-78,120-60-80,Compost,13.09,0.1251,10.9
Lettuce,22-30,50-70,95-45-65,NPK 20-20-20,24.38,0.1576,8.82
Carrot,22-30,45-65,90-40-60,NPK 20-20-20,16.77,0.2015,3.07
Strawberry,20-28,60-80,120-60-80,Compost,23.54,0.2951,9.91
Broccoli,20-28,62-82,95-45-65,NPK 20-20-20,20.44,0.0871,7.34
Spinach,18-Oct,50-70,140-70-90,Urea,16.2,0.2599,7.32
Tomato,20-Dec,45-65,120-60-80,Superphosphate,16.07,0.0564,5.66
Cucumber,21-29,55-75,95-45-65,Compost,27.95,0.0894,10.53
Strawberry,21-29,55-75,120-60-80,NPK 20-20-20,8.37,0.0675,3.58
Carrot,19-26,50-70,95-45-65,Superphosphate,16.65,0.0828,8.17
Bell Pepper,15-22,55-75,140-70-90,Compost,22.21,0.099,5.67
Bell Pepper,19-26,55-75,125-62-82,Urea,22.18,0.0631,7.7
Cucumber,22-30,50-70,125-62-82,Vermicompost,7.61,0.2614,4.43
Cucumber,18-Oct,50-72,110-55-75,Ammonium Sulphate,8.9,0.1205,6.11
Eggplant,22-30,58-78,125-62-82,Superphosphate,23.91,0.0566,4.3
Tomato,20-Dec,62-82,135-68-88,DAP,26.8,0.2592,7.09
Eggplant,20-28,45-65,95-45-65,Ammonium Sulphate,12.7,0.2849,9.2
Cucumber,20-Dec,60-80,130-65-85,Urea,26.43,0.213,6.94
Bell Pepper,16-24,65-85,140-70-90,DAP,11.99,0.1992,4.39
Broccoli,15-22,50-72,120-60-80,Urea,7.93,0.2411,3.81
Bell Pepper,18-Oct,60-80,120-60-80,Compost,12.8,0.1015,9.3
Zucchini,16-24,58-78,125-62-82,Urea,22.64,0.1548,3.07
Broccoli,15-22,55-75,120-60-80,Ammonium Sulphate,22.32,0.1842,10.17
Carrot,22-30,50-70,110-55-75,Superphosphate,16.32,0.1602,3.13
Spinach,16-24,62-82,90-40-60,DAP,21.15,0.1041,11.09
Lettuce,19-26,60-80,110-55-75,Compost,18.74,0.0921,3.35
Lettuce,18-25,58-78,125-62-82,Urea,16.35,0.13,7.88
Cucumber,18-25,55-75,120-60-80,MOP,9.51,0.0989,9.64
Tomato,15-22,50-72,120-60-80,NPK 20-20-20,20.07,0.0625,6.92
Strawberry,19-26,58-78,130-65-85,Urea,27.79,0.1554,8.9
Spinach,18-25,65-85,100-50-70,Superphosphate,22.97,0.0528,5.89
Carrot,19-26,45-65,135-68-88,MOP,10.02,0.2231,7.44
Lettuce,18-Oct,65-85,140-70-90,Superphosphate,28.54,0.1916,3.58
Broccoli,20-28,55-75,95-45-65,Vermicompost,9.03,0.2936,2.19
Eggplant,14-22,50-72,105-52-72,Urea,18.57,0.2439,11.69
Zucchini,15-22,45-65,135-68-88,Compost,9.8,0.2868,8.66
Cucumber,15-22,50-72,95-45-65,Superphosphate,27.93,0.1299,9.81
Tomato,22-30,53-77,120-60-80,Compost,5.05,0.0976,8.26
Eggplant,18-Oct,58-78,140-70-90,Vermicompost,13.25,0.0744,7.4
Broccoli,18-Oct,50-72,90-40-60,NPK 20-20-20,14.71,0.2235,4.75
Bell Pepper,18-Oct,62-82,135-68-88,DAP,10.22,0.1742,9.87
Spinach,16-24,62-82,125-62-82,Urea,11.84,0.0541,4.52
Zucchini,20-28,40-60,130-65-85,Vermicompost,13.41,0.1989,11.14
Carrot,22-30,50-70,95-45-65,DAP,10.52,0.0621,7.45
Strawberry,20-28,40-60,120-60-80,DAP,23.78,0.2363,3.64
Strawberry,18-Oct,55-75,90-40-60,Superphosphate,29.18,0.1166,6.08
Carrot,16-24,60-80,110-55-75,Superphosphate,5.04,0.1668,4.45
Lettuce,16-24,45-65,125-62-82,Ammonium Sulphate,6.49,0.1412,3.04
Cucumber,21-29,50-70,140-70-90,NPK 20-20-20,10.18,0.1231,11.05
Tomato,18-Oct,53-77,110-55-75,Urea,21.72,0.238,8.64
Strawberry,14-22,58-78,120-60-80,Vermicompost,29.14,0.1098,11.57
Bell Pepper,20-Dec,40-60,135-68-88,Ammonium Sulphate,27.29,0.0863,8.29
Eggplant,14-22,62-82,90-40-60,DAP,27.05,0.1077,5.43
Strawberry,18-25,58-78,105-52-72,Ammonium Sulphate,12.56,0.1008,5.44
Tomato,14-22,65-85,105-52-72,NPK 20-20-20,29.4,0.0661,10.62
Zucchini,20-Dec,60-80,120-60-80,Vermicompost,24.52,0.2302,3.39
Eggplant,20-28,65-85,95-45-65,Compost,6.7,0.1714,5.79
Zucchini,20-28,50-70,110-55-75,Vermicompost,20.39,0.2984,9.31
Spinach,16-24,50-72,105-52-72,MOP,28.51,0.1543,8.62
Broccoli,22-30,58-78,125-62-82,NPK 20-20-20,29.79,0.1777,8.83
Broccoli,18-Oct,58-78,125-62-82,Vermicompost,25.68,0.0759,7.01
Carrot,16-24,55-75,100-50-70,Urea,5.44,0.1843,8.48
Zucchini,20-Dec,62-82,120-60-80,Ammonium Sulphate,6.64,0.0935,11.85
Broccoli,16-24,40-60,100-50-70,DAP,13.34,0.1343,11.51
Zucchini,18-25,55-75,95-45-65,DAP,9.23,0.2656,9.88
Cucumber,21-29,55-75,110-55-75,Superphosphate,14.03,0.1686,7
Zucchini,21-29,45-65,95-45-65,MOP,13.62,0.1895,7.79
Cucumber,15-22,55-75,140-70-90,NPK 20-20-20,6.49,0.1829,10.09
Bell Pepper,16-24,53-77,130-65-85,NPK 20-20-20,20.24,0.1282,5.8
Cucumber,20-Dec,55-75,100-50-70,MOP,27.4,0.1539,6.5
Tomato,15-22,62-82,110-55-75,NPK 20-20-20,20.14,0.1426,3.17
Tomato,14-22,65-85,120-60-80,MOP,23.86,0.2445,10.43
Spinach,15-22,40-60,120-60-80,Vermicompost,11.18,0.1053,4.78
Broccoli,20-Dec,60-80,140-70-90,Ammonium Sulphate,8,0.1748,4.69
Strawberry,20-28,45-65,95-45-65,Superphosphate,23.03,0.2051,5.62
Zucchini,18-25,50-72,105-52-72,Ammonium Sulphate,5.48,0.2645,2.98
Lettuce,16-24,45-65,130-65-85,NPK 20-20-20,24.98,0.2838,8.65
Carrot,18-Oct,50-72,120-60-80,NPK 20-20-20,5.75,0.11,10.69
Carrot,19-26,53-77,110-55-75,NPK 20-20-20,25.59,0.1634,5.17
Eggplant,20-28,58-78,135-68-88,Vermicompost,15.59,0.197,4.43
Eggplant,20-Dec,58-78,140-70-90,Urea,8.99,0.1072,9.06
Carrot,19-26,60-80,90-40-60,DAP,6.99,0.1508,8.84
Bell Pepper,18-Oct,60-80,140-70-90,MOP,25.34,0.1055,9.23
Strawberry,21-29,65-85,120-60-80,DAP,19.64,0.2228,2.86
Tomato,20-28,58-78,90-40-60,DAP,6.57,0.2877,11.62
Strawberry,15-22,60-80,120-60-80,Compost,15.54,0.2321,4.99
Carrot,18-25,53-77,135-68-88,DAP,5.39,0.2853,10.53
Spinach,18-Oct,50-70,140-70-90,Compost,13.67,0.2177,2.04
Bell Pepper,20-Dec,45-65,130-65-85,Ammonium Sulphate,11.46,0.0599,5.84
Strawberry,16-24,60-80,140-70-90,Compost,29.75,0.1559,11.53
Eggplant,18-Oct,58-78,135-68-88,Ammonium Sulphate,25.19,0.0565,11.83
Broccoli,20-Dec,50-72,130-65-85,NPK 20-20-20,24.76,0.1962,10.61
Broccoli,22-30,50-72,135-68-88,Superphosphate,14.72,0.1371,6.95
Tomato,21-29,58-78,105-52-72,NPK 20-20-20,17.97,0.1392,7.83
Tomato,18-25,58-78,135-68-88,MOP,28.07,0.2546,5.9
Tomato,18-Oct,65-85,120-60-80,MOP,26.2,0.2344,2.46
Bell Pepper,19-26,50-72,100-50-70,Ammonium Sulphate,27.12,0.171,6.91
Tomato,19-26,40-60,110-55-75,DAP,10.29,0.1668,5.01
Spinach,20-28,55-75,135-68-88,DAP,19.33,0.2861,9.64
Cucumber,16-24,40-60,110-55-75,NPK 20-20-20,21.97,0.1611,3.97
Strawberry,16-24,60-80,120-60-80,Vermicompost,28.11,0.1407,9.39
Spinach,21-29,50-70,125-62-82,Urea,17.64,0.2237,4.49
Eggplant,18-Oct,50-70,130-65-85,DAP,11.68,0.2359,4.72
Tomato,14-22,65-85,95-45-65,Ammonium Sulphate,16.61,0.183,8.69
Zucchini,16-24,40-60,105-52-72,Compost,7.79,0.2732,2.78
Carrot,18-Oct,62-82,95-45-65,NPK 20-20-20,27.18,0.1993,10.35
Zucchini,20-Dec,45-65,120-60-80,NPK 20-20-20,7.96,0.2474,8.63
Eggplant,18-25,50-72,110-55-75,Ammonium Sulphate,9.48,0.2023,3.76
Strawberry,20-Dec,53-77,125-62-82,Urea,26.32,0.1415,7.6
Bell Pepper,22-30,60-80,140-70-90,Superphosphate,9.84,0.0907,4.58
Bell Pepper,15-22,45-65,130-65-85,DAP,26.33,0.276,8.78
Bell Pepper,16-24,60-80,90-40-60,Urea,27.72,0.2165,4.21
Broccoli,16-24,40-60,100-50-70,Urea,29.48,0.0667,3.64
Zucchini,20-28,62-82,100-50-70,MOP,18.84,0.1448,2.38
Eggplant,20-Dec,50-70,95-45-65,DAP,10.6,0.1041,3.1
Strawberry,20-28,50-70,95-45-65,Superphosphate,5.24,0.218,2.04
Tomato,19-26,58-78,130-65-85,Ammonium Sulphate,20.87,0.0546,6.91
Tomato,19-26,58-78,120-60-80,DAP,20.83,0.0981,3.34
Eggplant,19-26,62-82,100-50-70,MOP,7.98,0.256,3.6
Tomato,18-25,45-65,140-70-90,Vermicompost,21.31,0.0589,6.4
Zucchini,16-24,65-85,110-55-75,Superphosphate,16.95,0.1991,9.52
Tomato,20-28,53-77,135-68-88,Vermicompost,14.69,0.0662,8.85
Broccoli,16-24,50-72,125-62-82,MOP,28.02,0.2255,11.85
Bell Pepper,18-25,50-72,105-52-72,Vermicompost,10.83,0.2922,2.18
Zucchini,15-22,62-82,130-65-85,MOP,22.29,0.1542,5.34
Eggplant,18-25,50-72,90-40-60,Vermicompost,13.25,0.1698,5.79
Bell Pepper,22-30,50-70,100-50-70,MOP,23.58,0.189,10.47
Cucumber,16-24,55-75,130-65-85,MOP,19.24,0.0695,2.43
Carrot,16-24,65-85,135-68-88,Ammonium Sulphate,17.97,0.1623,6.96
Strawberry,14-22,53-77,130-65-85,NPK 20-20-20,8.91,0.1177,11.48
Eggplant,14-22,40-60,120-60-80,Compost,26.33,0.2984,10.78
Cucumber,19-26,55-75,110-55-75,Urea,26.08,0.184,4.83
Broccoli,14-22,55-75,125-62-82,Compost,26.43,0.1073,7.48
Lettuce,14-22,45-65,100-50-70,Superphosphate,9.9,0.1366,5.7
Broccoli,20-Dec,50-70,105-52-72,Ammonium Sulphate,8.13,0.2766,2.91
Bell Pepper,20-28,60-80,105-52-72,Compost,9.63,0.1857,8.31
Eggplant,14-22,45-65,130-65-85,Superphosphate,15.28,0.1213,5.33
Cucumber,20-Dec,60-80,135-68-88,Superphosphate,13.04,0.093,2.81
Broccoli,15-22,55-75,100-50-70,Vermicompost,10.54,0.2985,4.97
Cucumber,15-22,50-72,105-52-72,DAP,12.51,0.2571,3.97
Spinach,20-28,50-72,125-62-82,NPK 20-20-20,8.65,0.1995,6.64
Cucumber,19-26,45-65,105-52-72,Superphosphate,22.59,0.1,11.46
Spinach,14-22,50-72,125-62-82,Compost,20.31,0.0747,3.37
Bell Pepper,19-26,53-77,120-60-80,NPK 20-20-20,10.16,0.16,10.45
Eggplant,15-22,50-72,135-68-88,Superphosphate,24.9,0.1057,5.61
Cucumber,20-Dec,58-78,100-50-70,MOP,8.26,0.1661,8.84
Bell Pepper,18-Oct,58-78,125-62-82,Urea,26.44,0.1042,3.16
Spinach,20-Dec,65-85,130-65-85,Vermicompost,9.76,0.1033,10.37
Eggplant,21-29,53-77,140-70-90,NPK 20-20-20,17.52,0.2858,11.33
Eggplant,20-28,60-80,100-50-70,NPK 20-20-20,25.53,0.1095,2.09
Cucumber,19-26,50-70,130-65-85,Ammonium Sulphate,7.61,0.276,7.37
Tomato,20-28,55-75,105-52-72,NPK 20-20-20,20.85,0.0763,11.62
Tomato,15-22,45-65,90-40-60,Urea,10.53,0.1503,3.11
Zucchini,18-25,62-82,110-55-75,Vermicompost,17.44,0.0602,2.2
Strawberry,18-25,60-80,105-52-72,Compost,20.23,0.1994,7
Zucchini,18-Oct,58-78,100-50-70,NPK 20-20-20,14.88,0.1914,7.16
Cucumber,14-22,65-85,90-40-60,Superphosphate,17.61,0.0685,9.19
Lettuce,20-Dec,53-77,130-65-85,MOP,9.51,0.0788,2.35
Lettuce,16-24,58-78,140-70-90,Vermicompost,21.04,0.0576,10.73
Lettuce,14-22,53-77,125-62-82,Compost,9.25,0.1153,7.72
Bell Pepper,15-22,45-65,130-65-85,Vermicompost,29.15,0.0598,4.79
Zucchini,18-Oct,50-72,130-65-85,Urea,25.09,0.295,11.13
Carrot,18-25,60-80,140-70-90,Superphosphate,27.22,0.1946,11.35
Broccoli,18-25,50-70,90-40-60,Vermicompost,21.66,0.2603,11.81
Tomato,20-Dec,60-80,140-70-90,Vermicompost,11.36,0.1365,11.99
Carrot,18-25,53-77,130-65-85,DAP,18.16,0.0927,5.52
Cucumber,18-25,53-77,130-65-85,Ammonium Sulphate,26.54,0.2833,5.23
Bell Pepper,16-24,60-80,135-68-88,DAP,11.66,0.2949,3.68
Tomato,21-29,53-77,100-50-70,Vermicompost,10.12,0.1346,4.86
Broccoli,15-22,60-80,110-55-75,Ammonium Sulphate,17.57,0.1592,11.24
Tomato,19-26,65-85,120-60-80,DAP,16.41,0.1984,2.2
Carrot,18-25,58-78,105-52-72,Ammonium Sulphate,25.72,0.1623,10.11
Tomato,22-30,55-75,105-52-72,Compost,19.14,0.2222,5.74
Carrot,20-28,45-65,90-40-60,Ammonium Sulphate,9.83,0.201,5.67
Strawberry,18-25,40-60,140-70-90,Urea,6.16,0.1587,6.39
Bell Pepper,14-22,55-75,100-50-70,Ammonium Sulphate,28.16,0.216,6.46
Carrot,15-22,53-77,120-60-80,MOP,19.51,0.2568,3.12
Carrot,15-22,40-60,110-55-75,MOP,13.01,0.2082,11.77
Eggplant,20-28,40-60,105-52-72,NPK 20-20-20,9.75,0.2163,3.44
Zucchini,14-22,55-75,90-40-60,Compost,15.86,0.0722,7.82
Zucchini,16-24,45-65,105-52-72,Compost,20.53,0.0567,3.89
Eggplant,22-30,50-72,95-45-65,Ammonium Sulphate,11.13,0.2322,5.03
Eggplant,18-25,50-72,100-50-70,Urea,24.06,0.1919,4.38
Lettuce,16-24,60-80,125-62-82,Vermicompost,7.3,0.1125,7.5
Strawberry,18-Oct,65-85,90-40-60,DAP,9.87,0.059,6.1
Tomato,15-22,60-80,120-60-80,MOP,12.85,0.1118,10.28
Cucumber,15-22,50-70,125-62-82,Urea,22.34,0.226,3.47
Broccoli,21-29,53-77,110-55-75,Urea,15.52,0.1988,6.38
Carrot,20-Dec,65-85,110-55-75,Compost,21.95,0.0866,6.54
Carrot,20-Dec,40-60,100-50-70,MOP,14.21,0.2616,10.26
Zucchini,15-22,50-72,110-55-75,Ammonium Sulphate,14.65,0.0778,5.97
Zucchini,19-26,45-65,135-68-88,Urea,15.81,0.2536,8.25
Carrot,15-22,45-65,90-40-60,Superphosphate,23.45,0.1852,10.23
Spinach,20-Dec,62-82,135-68-88,Vermicompost,13.23,0.2401,9.19
Carrot,20-28,62-82,100-50-70,Superphosphate,5.87,0.072,2.89
Broccoli,21-29,58-78,110-55-75,Ammonium Sulphate,10.39,0.2289,6.36
Zucchini,22-30,60-80,130-65-85,NPK 20-20-20,7.85,0.1683,6.6
Strawberry,18-25,60-80,90-40-60,NPK 20-20-20,19.03,0.2297,10.92
Bell Pepper,20-28,53-77,125-62-82,Ammonium Sulphate,26.69,0.1175,5.47
Carrot,19-26,40-60,95-45-65,Superphosphate,21.97,0.2079,11.63
Cucumber,18-25,60-80,90-40-60,Urea,16.72,0.0582,10.26
Carrot,20-28,58-78,110-55-75,Urea,25.57,0.2606,7.06
Spinach,22-30,65-85,120-60-80,Compost,16.8,0.1711,6.13
Eggplant,22-30,45-65,135-68-88,Vermicompost,11.1,0.2543,8.84
Broccoli,15-22,53-77,140-70-90,Ammonium Sulphate,9.77,0.2544,8.37
Eggplant,18-25,65-85,120-60-80,Vermicompost,14.96,0.2627,9.41
Eggplant,21-29,55-75,95-45-65,Superphosphate,16.26,0.0913,10.52
Broccoli,22-30,50-72,135-68-88,MOP,5.93,0.1457,3.24
Carrot,16-24,50-70,125-62-82,Compost,17.09,0.1844,2.83
Zucchini,22-30,50-70,130-65-85,NPK 20-20-20,29.03,0.2366,8.99
Eggplant,16-24,60-80,95-45-65,NPK 20-20-20,14.84,0.1145,11.14
Eggplant,18-Oct,58-78,125-62-82,NPK 20-20-20,23.65,0.2304,10.62
Bell Pepper,20-28,50-70,105-52-72,Superphosphate,8.06,0.1345,9.93
Carrot,16-24,55-75,90-40-60,Urea,12.18,0.2678,5.22
Lettuce,20-28,50-72,110-55-75,Vermicompost,27.12,0.0599,11.74
Strawberry,18-Oct,50-72,120-60-80,Urea,26.98,0.0764,2.05
Spinach,21-29,60-80,135-68-88,Urea,11.94,0.2577,6.69
Carrot,19-26,60-80,90-40-60,MOP,24.25,0.2419,5.15
Bell Pepper,14-22,50-72,90-40-60,MOP,12.06,0.0838,11.44
Lettuce,16-24,50-70,120-60-80,DAP,20.4,0.1737,3.86
Lettuce,16-24,62-82,130-65-85,Ammonium Sulphate,10.94,0.1772,7.24
Strawberry,14-22,50-72,100-50-70,Compost,11.78,0.1666,3.15
Cucumber,22-30,58-78,90-40-60,MOP,17.36,0.2538,6.3
Carrot,18-25,53-77,120-60-80,Superphosphate,17.31,0.1523,9.29
Cucumber,21-29,40-60,140-70-90,Superphosphate,8.16,0.2352,3.11
Carrot,20-28,40-60,120-60-80,DAP,19.27,0.0563,6.57
Strawberry,14-22,45-65,135-68-88,Urea,26.01,0.106,8.62
Strawberry,20-Dec,62-82,105-52-72,Compost,19.98,0.2518,11.37
Zucchini,21-29,65-85,140-70-90,Urea,26.05,0.2609,11.58
Lettuce,16-24,45-65,105-52-72,DAP,19.48,0.0889,10.43
Strawberry,15-22,62-82,110-55-75,NPK 20-20-20,7.22,0.1805,6.35
Broccoli,20-28,60-80,100-50-70,DAP,29.03,0.1755,2.49
Tomato,20-28,40-60,135-68-88,Compost,27.5,0.076,6.46
Lettuce,21-29,53-77,100-50-70,NPK 20-20-20,21.61,0.0776,3.29
Strawberry,19-26,65-85,110-55-75,NPK 20-20-20,11.26,0.187,10.5
Carrot,21-29,55-75,120-60-80,Ammonium Sulphate,7.01,0.2374,7.12
Zucchini,15-22,58-78,110-55-75,MOP,17.9,0.0781,6.77
Spinach,21-29,45-65,95-45-65,DAP,6.04,0.2481,3.48
Tomato,19-26,45-65,130-65-85,DAP,14.95,0.2177,2.5
Carrot,20-28,65-85,95-45-65,Urea,17.94,0.22,6.96
Carrot,14-22,45-65,100-50-70,DAP,6.1,0.193,11.28
Bell Pepper,14-22,45-65,135-68-88,Vermicompost,10.4,0.2986,9.65
Strawberry,16-24,65-85,135-68-88,Compost,7.86,0.1722,8.19
Strawberry,22-30,50-70,120-60-80,DAP,29.8,0.07,3.02
Broccoli,14-22,58-78,140-70-90,Vermicompost,13.12,0.0955,2.66
Eggplant,18-Oct,45-65,135-68-88,Vermicompost,26.47,0.2016,8.42
Carrot,18-25,40-60,140-70-90,Compost,14.65,0.0841,7.95
Eggplant,22-30,53-77,100-50-70,MOP,8.11,0.176,8.46
Tomato,22-30,65-85,90-40-60,DAP,17.8,0.2292,8.05
Bell Pepper,15-22,62-82,125-62-82,NPK 20-20-20,7.24,0.2143,10.96
Tomato,15-22,50-70,95-45-65,Vermicompost,17.61,0.2354,7.26
Spinach,16-24,55-75,135-68-88,Urea,23.52,0.155,9.45
Spinach,19-26,40-60,95-45-65,Superphosphate,17.15,0.1774,2.02
Bell Pepper,18-Oct,50-72,100-50-70,Compost,18.19,0.2878,9.56
Tomato,20-Dec,45-65,105-52-72,Ammonium Sulphate,8.71,0.1851,10.71
Carrot,18-Oct,50-70,110-55-75,NPK 20-20-20,22.24,0.1296,3
Lettuce,21-29,50-70,95-45-65,Vermicompost,20.29,0.1521,5.21
Broccoli,20-28,45-65,95-45-65,NPK 20-20-20,21.47,0.1226,10.71
Spinach,19-26,53-77,95-45-65,DAP,10.77,0.2648,8.55
Zucchini,20-28,60-80,105-52-72,Ammonium Sulphate,14.16,0.2484,10.67
Tomato,21-29,65-85,120-60-80,Superphosphate,29.8,0.1388,9
Broccoli,19-26,62-82,110-55-75,Vermicompost,8.43,0.0524,4.53
Zucchini,14-22,53-77,105-52-72,Compost,21.08,0.1042,2.37
Carrot,21-29,45-65,140-70-90,Compost,7.04,0.1336,9.19
Broccoli,14-22,50-70,90-40-60,Urea,24.09,0.2903,8.6
Eggplant,19-26,40-60,135-68-88,DAP,13.28,0.2349,10.02
Tomato,20-Dec,50-70,120-60-80,NPK 20-20-20,28.38,0.2226,2.58
Cucumber,18-25,65-85,140-70-90,Superphosphate,14.42,0.1871,7.53
Strawberry,14-22,65-85,125-62-82,Ammonium Sulphate,23.91,0.0861,8.8
Tomato,22-30,55-75,130-65-85,Ammonium Sulphate,17.83,0.1871,4.11
Zucchini,16-24,50-72,90-40-60,Ammonium Sulphate,17.7,0.2894,10.86
Tomato,22-30,55-75,135-68-88,NPK 20-20-20,24.52,0.2028,6.67
Tomato,20-28,50-70,100-50-70,Compost,17.85,0.0745,3.92
Strawberry,22-30,55-75,90-40-60,MOP,23.48,0.1427,7.92
Lettuce,20-28,45-65,100-50-70,DAP,7.16,0.2797,6.71
Carrot,19-26,55-75,140-70-90,DAP,11.89,0.0781,5.98
Broccoli,22-30,58-78,95-45-65,Superphosphate,29.89,0.2375,4.2
Lettuce,20-Dec,60-80,90-40-60,DAP,29.58,0.2567,2.25
Strawberry,18-25,53-77,135-68-88,Ammonium Sulphate,15.57,0.2032,7.49
Carrot,14-22,55-75,90-40-60,Vermicompost,13.92,0.2638,9.87
Zucchini,16-24,53-77,95-45-65,Vermicompost,16.76,0.0569,2.51
Spinach,22-30,40-60,110-55-75,Urea,29.99,0.0699,8.12
Strawberry,20-28,55-75,140-70-90,NPK 20-20-20,12.68,0.2344,4
Eggplant,18-25,40-60,95-45-65,Ammonium Sulphate,10.41,0.2757,2.65
Cucumber,20-Dec,55-75,120-60-80,MOP,10.58,0.0618,4.16
Strawberry,22-30,45-65,120-60-80,Compost,18.12,0.0993,3.37
Tomato,21-29,50-70,90-40-60,Urea,7.35,0.0593,6.36
Broccoli,21-29,50-70,100-50-70,Vermicompost,20.33,0.2853,2.55
Broccoli,20-28,60-80,125-62-82,Superphosphate,13.34,0.1072,2.15
Strawberry,18-Oct,62-82,105-52-72,Ammonium Sulphate,11.14,0.2699,8.96
Cucumber,18-25,55-75,125-62-82,Urea,5.88,0.2257,2.69
Spinach,20-Dec,55-75,130-65-85,Superphosphate,9.8,0.275,9.55
Carrot,19-26,62-82,125-62-82,MOP,5.04,0.2779,8.74
Spinach,18-25,53-77,140-70-90,DAP,27.6,0.2225,10.92
Strawberry,18-25,55-75,125-62-82,DAP,6.25,0.2926,7.44
Carrot,15-22,60-80,90-40-60,Urea,5.86,0.0553,4.96
Spinach,21-29,40-60,140-70-90,Vermicompost,7.56,0.2162,3.25
Lettuce,15-22,53-77,135-68-88,NPK 20-20-20,23.11,0.2533,4.61
Broccoli,18-Oct,65-85,90-40-60,Compost,27.06,0.247,7.28
Tomato,19-26,65-85,105-52-72,Superphosphate,25.9,0.1096,3.01
Zucchini,21-29,60-80,90-40-60,Compost,6.67,0.2512,5.46
Lettuce,20-Dec,65-85,90-40-60,Vermicompost,27.13,0.169,9.75
Broccoli,19-26,40-60,140-70-90,MOP,5.39,0.227,6.69
Spinach,15-22,40-60,125-62-82,MOP,9,0.0682,4.07
Cucumber,22-30,45-65,90-40-60,Ammonium Sulphate,15.2,0.1255,7.35
Strawberry,22-30,53-77,135-68-88,NPK 20-20-20,23.84,0.0693,6.58
Cucumber,19-26,50-70,120-60-80,MOP,7.77,0.0658,11.91
Lettuce,18-25,50-72,105-52-72,NPK 20-20-20,13.4,0.1046,2.08
Cucumber,18-25,40-60,105-52-72,Ammonium Sulphate,24.42,0.1364,4.93
Eggplant,15-22,60-80,135-68-88,Urea,29.28,0.268,3.69
Tomato,16-24,65-85,125-62-82,Vermicompost,9.2,0.2986,4.22
Broccoli,18-Oct,55-75,130-65-85,DAP,26,0.0795,4.76
Tomato,18-Oct,60-80,130-65-85,NPK 20-20-20,21.97,0.1861,4.45
